ingredient_name,n_products
raw honey,1
raw hgh proprietary blend,1
raw fitbiotic blend,1
raw exotic fruit blend,1
valerian concentrate,1
raw decaffeinated green coffee bean extract blend,1
raw coq10,1
raw citrus c blend,1
"raw chia seed oil, cold-pressed",1
valerian rhizome with root extract,1
raw adrenal concentrate,1
rauwolfia vomitoria whole herb extract,1
"rauwolfia vomitoria bark, root extract",1
rauwolfia vomitoria,1
red reishi mushroom,1
"red root bark extract, dry",1
proprietary vegetable complex,1
um50+ vitality blend,1
restorative support complex,1
um50+ amino acid blend,1
restor support blend,1
restor complex,1
restharrow,1
um50+ bio-active blend,1
restful sleep blend,1
rest reset blend,1
um50+ herbal blend,1
rest and reset blend,1
respowin,1
respiratory vitality extract blend,1
respiratory aid extract blend,1
resistant starch complex,1
resettin,1
urovex,1
res-sci resveratrol complex,1
umckaloabo root extract,1
replenish energy blend,1
rephyll (piper nigrum) extract,1
repair complex,1
repair blend,1
rena-prime,1
rena-bolic support,1
uncaria rhynchophylla,1
remaide sleep complex,1
remaide sleep aide complex blend,1
rem pm opti blend,1
relaxium mushroom blend,1
relax-proprietary blend,1
restore blend,1
resveramax blend-proprietary,1
ultralung phytoblend,1
"resveratrol, powder",1
ultra probiotic complex,1
rhubarb root extract,1
rhodioprime 6x,1
rhodiolife rhodiola (rhodiola rosea) extract,1
rhodiola stress support,1
ultra vitality blend,1
rhodiola rosea l. rhizome extract,1
ultra woman max antioxidant blend,1
ultra woman max collagen blend,1
rhodiola rhizome extract,1
rhodiola heterodonta extract,1
ultra woman max herbal blend,1
rhodiola blend,1
ultra-micronized pharmaceutical-grade l-glutamine,1
rhodiocare organic rhodiola rosea extract,1
ultra-pure fish oil concentrate,1
rhodiocare,1
rhizome polygonati,1
ultracleanse detox matrix,1
ultrafactor,1
rhaponticum carthamoides root extract,1
rgen-cr,1
rgen-b s,1
revitacol,1
reverse-vine,1
reverse osmosis water,1
retinol,1
resvinol,1
resveravine,1
uncaria tomentosa,1
uncaria tomentosa inner bark extract,1
undenatured collagen,1
reds phytonutrient blend,1
reds and fiber blend,1
uridine 5 monophosphate,1
redrum blend,1
red yeast rice seed extract,1
uridine-5 -monophosphate,1
red wine seed extract,1
red wine grape skin extract,1
"red wine fruit extract, fresh",1
uridine-5 -monophosphate disodium salt,1
uridine-5 -monophosphate heptahydrate disodium,1
urinary health blend,1
red wine complex,1
red wine,1
urinary health matrix,1
red whole food blend,1
urinary maintenance proprietary blend,1
"red white pine needle extract, raw",1
red vine leaf extract,1
red vine,1
"red tea rooibos extract, powder",1
red tea rooibos extract,1
red tea rooibos,1
red spinach extract,1
red spinach aerial part extract,1
urinary tract complex,1
"red sour grape, powder",1
urinary tract proprietary blend,1
urolithin a,1
urophenol,1
reds blues blend,1
reduced iso-alpha acids complex,1
rejuvetrol plus blend,1
reducose,1
unicity 7x,1
rejuvabolic full spectrum antioxidant,1
rejuna,1
unicorn pre blend,1
reishi whole mushroom extract,1
unimate,1
reishi pro blend,1
reishi neuro pro,1
unique blend,1
"reishi mushroom, shell-broken",1
reishi mushroom sporocarp extract,1
unique is-2 bacillus coagulans,1
univestin,1
reishi immune blend,1
upper gi support,1
"reishi extract, powder",1
ura-sci synergistic herbal complex,1
urex probiotic blend,1
rei-gen,1
uri-cleanse,1
rehydration blend,1
"rehmannia root extract, powder",1
rehmannia glutinosa root extract,1
registered trademark technology,1
regeneres complex,1
refreshing lung herbal blend,1
reform blend,1
reflux gourmet s proprietary alginate complex,1
uridine 5 -monophosphate disodium salt,1
quinton,1
quinogel ubiquinol,1
vanadium oxysulfate,1
psychotic saw blend,1
pullulan,1
pueraria root concentrate,1
"pueraria mirifica root, stem extract",1
velositol amylopectin chromium complex,1
velox,1
pueraria mirifica extract,1
velvet elk antler powder,1
pueraria lobata,1
puer tea,1
pterocarpus marsupium extract,1
pte,1
venus fly trap leaf extract,1
psyllium husk fiber,1
verdolaga,1
psychotic gold blend,1
quince,1
psychotic diablo blend,1
psychotic blend,1
psychotic black blend,1
psycho endurance vascularity pumps blend,1
psychedelic complex,1
prunera,1
prunella vulgaris essence,1
veri-te,1
prunella vulgaris,1
verisol b hydrolyzed collagen,1
"prune, dried, powder",1
verisol bioactive collagen,1
prune powder,1
"prune juice extract, powder",1
pulsatilla,1
"pulsatilla aerial parts extract, fresh, undried",1
veld grape,1
pump accelerators,1
"pumpkin seed oil, powder",1
vegetable fruit blend,1
"pumpkin seed oil, extra virgin",1
vegetable oil,1
pumpkin seed oil blend,1
vegetable phytonutrient blend,1
vegetable polyphenol blend,1
vegetable power blend-proprietary,1
vegetable protein,1
pumpkin seed meal,1
vegetable protein blend,1
vegetable-derived nutrients,1
pumpkin seed ext.,1
pumpkin protein,1
vegetal analog of pancreatin,1
vegetarian blend,1
pumpkin meal,1
pumpkin concentrate,1
pump transport/argininase inhibitor complex,1
pump transport complex,1
pump strength matrix,1
vegetarian digestive enzyme blend,1
pump matrix,1
pump intensifier complex,1
pump feed formula,1
pump endurance matrix,1
pump endurance,1
vegpanyme plus,1
pump and strength matrix,1
prune fruit extract,1
provosyn lean muscle size protein system blend,1
provon 292 sfl,1
vidaspheres calming blend,1
prostate-7 proprietary blend,1
vidaspheres extended release slumber blend,1
prostate support proprietary blend,1
vidaspheres sustain-release beadlets,1
prostate health proprietary blend,1
vincamine,1
prostate health blend,1
vincare,1
prostate guard,1
prostate expert proprietary blend,1
prostate concentrate,1
prostate and endocrine support blend,1
prostasorb complex,1
vine tea extract,1
prostafend,1
prosprune,1
propyl parabens,1
proprietary-immune-matrix-i,1
proprietary-atp-matrix-vii,1
proprietary woman s blend,1
proprietary wildcrafted blueberry blend,1
proprietary wild fruiting body extract blend,1
proprietary whole food blend,1
proprietary wellness blend,1
proprietary vision support blend,1
proprietary vein support blend,1
vini-sci grape wine complex,1
violet,1
proprietary vegetable powder blend,1
prosterol,1
vidanga,1
provinal purified omega 7 oil,1
viburnum,1
provinal,1
provail,1
protodioscin,1
protein mineral blend,1
protein fat digestive blend,1
protein digestion complex,1
protein digesting enzymes (totaltrac blend),1
protein digestenz blend,1
protein complex,1
verisol collagen peptides,1
verisol p,1
protective tissue response blend,1
vervain,1
protection complex,1
protection blend,1
protection and support blend,1
protectamins vegetable blend,1
protect blend,1
protect,1
vervain whole plant extract,1
vesisorb hemp (cannibis sativa) oil extract,1
protease/peptidase blend,1
protease-acid stable,1
vesisorb hemp oil extract,1
protease peptone 5,1
protease enzyme blend,1
protease 6.0,1
protease 3.0,1
protease 3,1
pumpkin seed powder,1
"punarnava, powder",1
puncture vine extract,1
quantum eyes support blend,1
quantum calci-mag,1
"quail egg, powder",1
quadruple-coated probiotic blend,1
quadraflex,1
quadra-absorb bone boosting complex,1
qu995 quercetin,1
qu995,1
"qin jiao root extract, dry",1
vaso-max blend,1
qi ye yi zhi hua,1
q-zyme ultra enzyme relay blend,1
q-defend immune blend,1
q-balance immune blend,1
q-actin,1
vasoactive arginase regulating no precursor complex blend,1
pytosterol complex,1
pyruvate,1
pyrroloquinoline quinone disodium salt complex,1
vasoactive arginase-regulating no precursor complex,1
vasoblast proprietary blend,1
pyroxyclene anhydranine blend,1
pyro stim 7 proprietary blend,1
pyridoxine alpha-ketoglutarate hydrochloride,1
vasoflo+,1
vasopump,1
pyridoxamine,1
vasoraptors vasodilators,1
pyridoxal-5-phosphate,1
pyridoxal-5 phosphate,1
vaso-6,1
quantum tocotrienol complex,1
vassourinha,1
quassia extract,1
quercitin,1
"vanadium, natural",1
"quercetin, powder",1
"quercetin, natural",1
quercetin proprietary complex,1
quercetin powder,1
vanadyl,1
quercetin phospholipid complex,1
quercetin phospholipid,1
quercetin dihydrate powder,1
vanadyl sulfate hydrate,1
vanilla,1
vanilla flavor,1
quercetin dehydrate,1
quercetin biolipid complex,1
quercetin anhydrous,1
vas06,1
quercet95,1
quer95,1
"queen s root extract, dry",1
"queen of the meadow herb extract, dry",1
queen of the meadow extract,1
vascularity complex,1
quatrefolic (6s)-5-methyltetrahydrofolicacidolinic acid,1
quatrefolic (6s)-5-methyltetrahydrofolic acid,1
quatrefolate,1
"quassia wood, powder",1
vasica extract,1
quassia wood powder,1
pyridoxal 5-phosphate monohydrate,1
pyridoxal 5 -phosphate,1
puncture vine fruit extract,1
purity bioabsorb complex,1
purified cold water fish oil,1
purginger,1
"pureway-c, powder, granular",1
pureway-c proprietary blend,1
pureway-c + lysine,1
vegan protein blend,1
puresterol,1
vegapure,1
puresea,1
pureqq,1
purepirine,1
purenergy,1
puremidine,1
vegetable blend-proprietary,1
purekic,1
purealgalomega3,1
purealgaeomega3,1
pure zzzs triple action blend,1
pure synergy blend,1
pure raspberry ketones,1
vegetable digestive enzyme blend,1
pure pepsin blend,1
pure high grade ionic magnesium,1
vegetable enzyme concentrate,1
pure greens blend,1
pure cbd extract,1
pure cane sugar,1
pure androgen blend,1
"puncture vine, powder",1
purified water,1
purity s phytonutrient and super food circulation support blend,1
vazguard,1
purowin,1
vegad3light,1
"pygeum bark extract, powder",1
pygeum africanum proprietary blend,1
vegan amino9 essential amino acids,1
pycrinil artichoke extract,1
pycnogenol french maritime pine bark extract,1
pycnogenol dried french maritime pine extract,1
vegan bcaa blend,1
pychnogenol,1
pwe-rd,1
vegan branched-chain amino acids,1
pwe-md,1
pwe-gd,1
pwe-bd,1
vegan instaminos,1
pushkaramula,1
test x blend,1
purslane extract,1
vegan plant protein,1
purplendurance complex,1
purpleaa complex,1
purple loosestrife,1
purple corn extract,1
purple corn,1
purple complex proprietary blend,1
purple carrot concentrate,1
purple carrot,1
"purple cabbage, fermented",1
purple cabbage,1
purslane whole plant extract,1
(6s)-5-methyltetrahydrofolate,1
oregano leaf essential oil,1
chromic chloride hexahydrate,1
chondroitin sulfate a,1
"chondroitin sulfate, sodium",1
chondropure,1
chondrus crispus,1
christ s thorn jujube,1
chromate cm-100m,1
chrome,1
chromemate gtf,1
chromium nicotinate,1
cistanche tubulosa stem extract,1
"chromium picolinate, powder",1
chromium polynicotinate,1
chromium proteinate,1
"chromium, chelated",1
"chromium, natural",1
chrysanthemum glycerite liquid extract,1
chrysin powder,1
"chuan lian zi fruit extract, dry",1
chondriotin sulfate,1
chondracanthus chamissoi extract,1
choline dl-bitartrate,1
choline citrate,1
chloroabsorb high absorption chlorophyll complex,1
chlorophyll powder,1
chlorophyll-copper complex,1
chloroplex blend,1
chocamine,1
chocamine plus powder,1
chocolate,1
chocolate bean extract,1
chokeberry,1
"chokecherry extract, raw, wild",1
cholesstrinol hp,1
cholestacare,1
cholesterol and heart support,1
cholesterol blend,1
cholesterol support blend,1
cholinace,1
choline bitarate,1
"chuan xin lian herb extract, dry",1
chuchuhuasi,1
"chuchuhuasi extract, powder",1
cinnamon oil powder,1
cinnamon stem concentrate,1
"cinnamon, dried",1
"cinnamon, freeze-dried",1
"cinnamon, wild",1
cinquefoil,1
"cinquefoil, powder",1
circulation and pump,1
circutol botanical and organically grown medicincal mushroom proprietary blend,1
cirsium oligophyllum (whole plant) extract,1
cissis quadrangularis extract,1
cissus aerial parts extract,1
"cissus quadrangularis extract, micronized",1
cistanche,1
cistanche deserticola ma,1
"cistanche deserticola stem extract, wild",1
cistanche root extract,1
cistanche tubulosa,1
"cinnamon stem bark extract, dry",1
cinnamon oil,1
cider vinegar,1
cinnamon leaf extract,1
"cider vinegar, powder",1
"cilantro, freeze-dried",1
cimicifuga foetida root extract,1
cinnabolic elite,1
cinnamomum cassia,1
cinnamomum cassia bark extract,1
cinnamomum zeylanicum extract,1
cinnamon bark extract blend,1
"cinnamon bark extract, dried",1
cinnamon bark oil,1
"cinnamon bark, powder",1
cinnamon ceylon extract,1
cinnamon chip,1
cinnamon concentrate,1
cinnamon dried bark extract,1
cinnamon essence,1
"cinnamon extract, aqueous",1
"chlorella, powder, pure",1
"chlorella, natural",1
"chlorella, fermented",1
cherry stem glycerite liquid extract,1
cherrypure sour cherry (tart cherry) proanthocyanidin powder,1
chervil,1
"chi shao root extract, dry",1
chia seed,1
chia seed powder,1
"chia seed, powder",1
"chia, ground, natural",1
chicken collagen,1
chicken collagen extract,1
"chicken collagen type ii, hydrolyzed",1
"chicken collagen, hydrolyzed",1
chicken sternum cartilage collagen type ii,1
chicken sternum collagen,1
"chicken sternum collagen type ii, hydrolyzed",1
chickpea,1
chickweed flowering aerial parts extract,1
"chickweed herb extract, fresh",1
cherrypure sour cherry,1
cherry guard proprietary blend,1
chickweed whole herb extract,1
cherry extract powder,1
chaste berry tree (vitex) extract,1
chaste berry tree fruit extract,1
chaste tree berry hydroethanolic extract,1
chaste tree fruit powder,1
"chaste tree, powder",1
chasteberry (vitex agnus-castus) fruit powder,1
chasteberry berry extract,1
"chasteberry berry extract, dried",1
"chasteberry fruit extract, powder",1
chasteberry powder,1
chastetree berry extract,1
chastetree fruit extract,1
chaya,1
chayote,1
chayote extract,1
chebulic myrobalan fruit extract,1
chenopodium ambrosioides,1
chickweed leaf glycerite liquid extract,1
chicory extract,1
"chlorella, dried, powdered",1
"chinese skullcap root extract, aqueous",1
chinese thoroughwax,1
chinese white peony,1
chinese wild yam root extract,1
chinese yam rhizome extract,1
chios mastiha gum powder,1
chirositol,1
chitin-glucan,1
chitinase,1
"chitosan, powder",1
chitrak,1
chive,1
"chive extract, dry",1
chlorella algae,1
chlorella algae powder,1
chlorella cracked cell wall powder,1
"chlorella pyrenoidosa, powder",1
"chlorella vulgaris, powder",1
chinese smilax root extract,1
